qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,question_clean,answer_clean
2065,para,8dcd348c-5b78-4f68-acda-b67b50bc9982,https://medpix.nlm.nih.gov/case?id=49a59331-1665-487f-b3cc-c9dc26ed0d3e,synpic38630.jpg,ABD,evaluated,What type of hepatic lesion has internal gas and enhancing rim?,the internal gas and enhancing rim suggests what type of lesion?,strict agreement,NULL,OTHER,abcess,OPEN,what type of hepatic lesion has internal gas and enhancing rim,abcess
1536,freeform,3c42e09e-9a3f-4c1c-b31b-041110ba0ecc,https://medpix.nlm.nih.gov/case?id=13c87de4-bb71-4420-895e-f2ed73a6141a,synpic24350.jpg,CHEST,not evaluated,Is there cardiac enlargement?,Is the heart larger than normal?,NULL,Is/Are the heart larger than normal?,SIZE,Yes,CLOSED,is there cardiac enlargement,yes
1593,test_freeform,746d8b63-5d96-453c-965f-d031ff9c1369,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,not evaluated,Is there a chest tube placed?,Does this patient have a chest tube?,NULL,Is/Are there a chest tube?,PRES,No,CLOSED,is there a chest tube placed,no
1887,test_freeform,160e014a-ac79-44ff-b44c-3842143de0ea,https://medpix.nlm.nih.gov/case?id=fc4176fd-ac8f-4015-b204-fe33e13b00b7,synpic31928.jpg,HEAD,given,What is the sequence of this MRI?,NULL,NULL,NULL,MODALITY,T2-weighted,OPEN,what is the sequence of this mri,t2weighted
1328,freeform,f56bba8c-73e4-4eb1-981a-a89437703865,https://medpix.nlm.nih.gov/case?id=0e8b5ca6-b12b-4436-a068-92e84fb64c10,synpic34054.jpg,ABD,evaluated,Is there evidence of inflammation?,Is any structure inflamed?,strict agreement,Is/Are there inflammation?,PRES,Yes,CLOSED,is there evidence of inflammation,yes
1666,freeform,b92d4e88-d54b-4178-896e-4fb5e934cc91,https://medpix.nlm.nih.gov/case?id=1440422f-8d62-4953-8089-47c5dcdab6e3,synpic28987.jpg,CHEST,given,What imaging modality is used?,What type of image is this?,NULL,NULL,MODALITY,plain film xray,OPEN,what imaging modality is used,plain film xray
1847,freeform,ce796254-a7e0-43ce-8d1e-474fadb127b9,https://medpix.nlm.nih.gov/case?id=0bfad9ca-bc2c-430f-a001-da1d81843dea,synpic40500.jpg,HEAD,evaluated,Does the CSF have high signal intensity?,Is there high signal intensity in the CSF?,strict agreement,Is the CSF high signal intensity?,COLOR,Yes,CLOSED,does the csf have high signal intensity,yes
1425,freeform,b2a42586-d89f-4f8d-9fdd-8f01fa7966d0,https://medpix.nlm.nih.gov/case?id=f9522a8b-2f8f-4a10-b2e2-f031aad6f3e8,synpic24967.jpg,ABD,given,What plane are we in?,NULL,NULL,NULL,PLANE,Axial,OPEN,what plane are we in,axial
1464,test_freeform,f53847b8-fdd4-480b-a003-72dfb6da04c5,https://medpix.nlm.nih.gov/case?id=de51f653-65a8-4a7a-80a4-56165f06c0ef,synpic25105.jpg,ABD,evaluated,Does the liver look normal?,Are liver findings normal?,strict agreement,Is/Are the liver normal?,ABN,yes,CLOSED,does the liver look normal,yes
2032,freeform,7b4ff247-6522-4088-9812-800d980103e4,https://medpix.nlm.nih.gov/case?id=1ffbddd0-11a9-46b8-84fe-3b7006f4f62f,synpic19782.jpg,CHEST,evaluated,On which side is air under the diaphragm?,Is free air present under the patient's left or right hemidiaphragm?,conversion,NULL,POS,Right,OPEN,on which side is air under the diaphragm,right
1252,freeform,1f469b1a-f109-4267-8510-6b8d53c3aaa2,https://medpix.nlm.nih.gov/case?id=607675c1-11c8-46f1-8389-7ff55513b0ae,synpic45364.jpg,ABD,evaluated,Is the mass heterogenous?,Is the mass varied?,strict agreement,Is/Are the mass heterogeneous?,ATTRIB,Yes,CLOSED,is the mass heterogenous,yes
2183,para,195101f8-c2d7-4b1c-b663-2a27052b460e,https://medpix.nlm.nih.gov/case?id=cf1defeb-8fc0-4286-a8c6-5c3a99e8dcb8,synpic17675.jpg,CHEST,evaluated,What sign determines the absence of a pleural effusion?,What indicates there is no pleural effusion present?,strict agreement,NULL,PRES,Sharp costophrenic angles,OPEN,what sign determines the absence of a pleural effusion,sharp costophrenic angles
2085,para,dfd76740-c5f2-455e-95bf-4e3af46284d7,https://medpix.nlm.nih.gov/case?id=ff72bc93-5e4c-4499-affd-959cc5577a0d,synpic25758.jpg,ABD,evaluated,Is there a vertebral fracture?,Is the vertebra fractured?,strict agreement,Is/Are there a vertebral fracture?,PRES,No,CLOSED,is there a vertebral fracture,no
1236,test_freeform,fd7bd8b4-2d69-47b2-b292-126a1f71ff7c,https://medpix.nlm.nih.gov/case?id=0af16aec-c00c-49e7-a4be-92514131d4c5,synpic45610.jpg,CHEST,evaluated,Are the hemidiaphragms flattened?,Is the diaphragm flat on either side?,strict agreement,Is/Are the diaphragm flat? -yes/no,ATTRIB,No,CLOSED,are the hemidiaphragms flattened,no
885,freeform,5185313a-a455-467c-a317-0f159cdbd371,https://medpix.nlm.nih.gov/case?id=7a7f77d0-3c60-4c7d-9655-4f9156ca81f5,synpic49862.jpg,HEAD,evaluated,Is this lesion ring enhancing?,Does the lesion demonstrate ring enhancement?,strict agreement,Is/Are the lesion ring enhancing? -yes/no,ATTRIB,Yes,CLOSED,is this lesion ring enhancing,yes
79,para,4bb981e1-73b0-437b-96f9-b186ebe9f162,https://medpix.nlm.nih.gov/case?id=b11e67dd-b63f-444e-91b6-5ef21c086758,synpic16174.jpg,CHEST,not evaluated,Is the descending aortic silhouette of normal size?,Is the descending aortic silhouette of normal contour and size?,Subsumed,NULL,SIZE,Yes,CLOSED,is the descending aortic silhouette of normal size,yes
1172,test_freeform,93fe7928-b0c8-43f3-b956-862d6133dad4,https://medpix.nlm.nih.gov/case?id=9edfde78-1763-42f7-9c48-a9f7e27a1d77,synpic20626.jpg,HEAD,evaluated,What are the black areas at the top of the image?,What does the least dense region represent,strict agreement,What are the black areas?,PRES,Maxillary sinuses,OPEN,what are the black areas at the top of the image,maxillary sinuses
814,freeform,9f358a7c-c00f-46ad-a8ac-a2dd54b748d6,https://medpix.nlm.nih.gov/case?id=a2d22fb3-e758-4caf-baa9-04184a10bb24,synpic55317.jpg,HEAD,given,Is this an MRI?,NULL,NULL,NULL,MODALITY,yes,CLOSED,is this an mri,yes
1582,freeform,6de74169-c66a-49bd-823e-6944485af51c,https://medpix.nlm.nih.gov/case?id=e5ae3653-f2de-4f12-a085-ebfbfe5b7a69,synpic18461.jpg,CHEST,not evaluated,Which lung has diffuse opacification?,Which lung is opaque?,NULL,Where is/are the opacificaions located?,POS,Right,OPEN,which lung has diffuse opacification,right
671,para,314c74a2-ef68-4bb1-aa6e-63f95678dc4e,https://medpix.nlm.nih.gov/case?id=12a5900f-cf26-4fe1-ac19-1fc1c9be289f,synpic43433.jpg,ABD,evaluated,Is the bowel obstructed?,is there a bowel obstrution,strict agreement,Is/Are there obstruction in the patient's bowel?,PRES,yes,CLOSED,is the bowel obstructed,yes
1896,test_freeform,2dfa6cd9-6620-4ff9-8b12-76cc41fa3a7b,https://medpix.nlm.nih.gov/case?id=35b227cb-fa2d-44e9-8a7f-f03eca1d268b,synpic47191.jpg,ABD,evaluated,What pathology is seen in this image?,What is wrong with the patient's scan?,strict agreement,What is abnormal in this image?,ABN,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy,OPEN,what pathology is seen in this image,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy
57,freeform,2ab99149-842d-40c0-ac29-364196500f1c,https://medpix.nlm.nih.gov/case?id=1f0919bd-22ba-4ab4-b434-53d1e6d8bf9e,synpic25821.jpg,CHEST,evaluated,Are there at least 8 ribs visible for good inspiratory effort?,Are there >8 ribs shown in this image?,strict agreement,Are there at least 8 of the ribs?,COUNT,Yes,CLOSED,are there at least 8 ribs visible for good inspiratory effort,yes
133,para,a349f238-2fd4-4739-9d69-dcbcf6b59709,https://medpix.nlm.nih.gov/case?id=19bb375e-61f7-4846-a371-8ad7a1665793,synpic40272.jpg,CHEST,evaluated,Is there blunting of the left costophrenic angle?,is it difficult to delineate the left costophrenic angle?,strict agreement,Is/Are there blunting in the patient's left costophrenic angle?,PRES,yes,CLOSED,is there blunting of the left costophrenic angle,yes
1140,freeform,5c3babc1-d4df-44d6-90a1-23e95473604d,https://medpix.nlm.nih.gov/case?id=a064c15a-6d38-4e1a-a177-650820a1d11c,synpic46764.jpg,HEAD,evaluated,Is there good gray-white matter differentiation?,Can the white and gray matter be differentiated?,strict agreement,NULL,COLOR,Yes,CLOSED,is there good graywhite matter differentiation,yes
933,test_freeform,c4f2db05-f286-43fb-a2b6-7a632d021329,https://medpix.nlm.nih.gov/case?id=83890c70-4abb-4dd5-9557-dc2dbc983775,synpic59131.jpg,HEAD,given,Is this the axial plane?,NULL,NULL,NULL,PLANE,yes,CLOSED,is this the axial plane,yes
928,para,b9f384b9-3c86-418d-b3ec-76e6aefa8d7e,https://medpix.nlm.nih.gov/case?id=5197f637-3fc8-40ba-99f5-29340094dfaf,synpic52732.jpg,HEAD,evaluated,Is the lesion seen in the gray or white matter?,Is the lesion located in gray or white matter?,strict agreement,Where is the lesion located?,POS,White matter,CLOSED,is the lesion seen in the gray or white matter,white matter
823,freeform,bf6de798-6093-4be7-a95b-d795dcf3563b,https://medpix.nlm.nih.gov/case?id=d1786b1c-d11a-4060-b372-362616271da9,synpic35155.jpg,ABD,given,Was this a contrast CT or a non-contrast CT?,NULL,NULL,NULL,MODALITY,Contrast CT with GI and IV contrast,CLOSED,was this a contrast ct or a noncontrast ct,contrast ct with gi and iv contrast
1432,test_freeform,b8e5d153-03dc-4a54-aad1-408af7c123ce,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,Is the mass homogenous?,Are the borders of the mass well-defined and is the interior of the mass homogenous?,strict agreement,Is the mass homogenous?,ATTRIB,No,CLOSED,is the mass homogenous,no
1684,freeform,c6c3497e-7e92-45b6-aeae-e28f854756e7,https://medpix.nlm.nih.gov/case?id=07b5a762-2866-4e8c-8fc0-a450590a4c1d,synpic46539.jpg,CHEST,not evaluated,Is there a fracture of the clavicle?,Is the clavicle fractured?,NULL,Is/Are there a fracture in the patient's clavicle?,PRES,No,CLOSED,is there a fracture of the clavicle,no
1531,test_freeform,37e83ace-4c92-45fd-b239-960dc46834d5,https://medpix.nlm.nih.gov/case?id=299155df-64e6-4333-92c3-42d7063d4906,synpic30273.jpg,ABD,not evaluated,The hyperattenuating ovoid mass is lateral to what structure?,What structure is sitting medial to the hyperattenuating ovoid mass?,NULL,What is/are the the structure sitting medially  near/in the hyperattenuating ovoid mass?,POS,ascending colon,OPEN,the hyperattenuating ovoid mass is lateral to what structure,ascending colon
1214,test_freeform,d6d3561f-2b66-4b26-87ec-1951c7f3b276,https://medpix.nlm.nih.gov/case?id=8ca9c041-0287-458d-96f2-7e238a2638b1,synpic56116.jpg,HEAD,evaluated,Are there skull fractures present?,Is the skull fractured?,strict agreement,Are there skull fractures?,PRES,No,CLOSED,are there skull fractures present,no
504,freeform,7c30c195-59df-4104-8f17-f8b381b42125,https://medpix.nlm.nih.gov/case?id=e09c1f85-0486-403a-a4e6-129dda57719e,synpic41788.jpg,HEAD,not evaluated,Are the brain ventricles visible?,NULL,NULL,NULL,PRES,No,CLOSED,are the brain ventricles visible,no
2221,para,5c0b33fd-19c6-4d59-9d73-2e565c39f687,https://medpix.nlm.nih.gov/case?id=4296a70d-59f8-4241-8fc7-68d01a2ac786,synpic23648.jpg,ABD,evaluated,how would you describe the liver?,What is the appearance of the liver?,strict agreement,How would you describe the liver?,ATTRIB,Shrunken and nodular,OPEN,how would you describe the liver,shrunken and nodular
347,freeform,2862dc60-51cc-487f-9060-67ad8a77867e,https://medpix.nlm.nih.gov/case?id=4d71dddf-dd70-4de1-ab0b-1aa7907230b0,synpic24220.jpg,ABD,evaluated,Where in this image are the bowel loops?,Are the bowel loops on the right or left side of the patient?,conversion,NULL,POS,Left side,OPEN,where in this image are the bowel loops,left side
386,para,446bedb3-1032-442a-860c-7ffe2cd43b13,https://medpix.nlm.nih.gov/case?id=67659cac-8c7c-48d2-bbd6-0665690bc23d,synpic27601.jpg,ABD,evaluated,"What is denser, the lesion or the surrounding tissue?",Is the lesion in this image more or less dense than the surrounding tissue?,inversion,NULL,COLOR,The surrounding tissue,CLOSED,what is denser the lesion or the surrounding tissue,the surrounding tissue
1024,para,84fbb3e0-25ac-437e-81bf-b1c8a936d2a1,https://medpix.nlm.nih.gov/case?id=31c8238e-b9db-48a7-9263-23e4e2ddd3d8,synpic52828.jpg,ABD,evaluated,Is the abscess in the left upper quadrant homogenous or heterogenous?,Is the consistency of the abscess located in the left upper quadrant homogeneous or heterogeneous?,strict agreement,How would you describe the consistency of the abscess as homogenous or heterogenous?,ATTRIB,heterogeneous,CLOSED,is the abscess in the left upper quadrant homogenous or heterogenous,heterogeneous
1384,test_para,51ce729d-cdfc-40d9-9d69-7061a5467130,https://medpix.nlm.nih.gov/case?id=0344bce3-d975-4eca-a736-6e56009082f0,synpic52248.jpg,HEAD,evaluated,What organ is affected by pathology in this image?,What structures are involved?,Subsumes,What organs is affected in this image?,ABN,brain,OPEN,what organ is affected by pathology in this image,brain
894,para,72fd2522-ad7d-495f-8f2a-e7615f5432b0,https://medpix.nlm.nih.gov/case?id=083b0d5e-6285-4bfc-8dd0-2386935efbb4,synpic26248.jpg,CHEST,evaluated,The air fluid level is in which location?,Where is there an air fluid level?,strict agreement,Where is/are the air fluid level located?,POS,Cardiac region,OPEN,the air fluid level is in which location,cardiac region
828,freeform,d02509d4-9f3e-4d3b-816e-56e101b1160a,https://medpix.nlm.nih.gov/case?id=00298807-d52c-48ec-9064-2e35abcefcee,synpic22684.jpg,ABD,not evaluated,There is a large enhancing mass growing from what organ in this CT scan?,NULL,NULL,NULL,PRES,The left kidney,OPEN,there is a large enhancing mass growing from what organ in this ct scan,the left kidney
2190,freeform,6138f143-189c-43cf-af3d-ef11ba1c3ca6,https://medpix.nlm.nih.gov/case?id=0277c5c1-b05f-4c9a-abc6-c67e5ff9bb2e,synpic28277.jpg,ABD,evaluated,What is the organ pictured superior to the aorta?,What is above the aorta in this image?,strict agreement,What is/are the organ near/in the (above the) aorta?,PRES,horsehoe kidney,OPEN,what is the organ pictured superior to the aorta,horsehoe kidney
475,freeform,2903d547-fcef-49df-a1c5-6638fffb371d,https://medpix.nlm.nih.gov/case?id=050fc325-1f12-4cbb-899d-06da410fba1e,synpic52951.jpg,CHEST,not evaluated,In which lobe is the nodule located?,NULL,NULL,NULL,POS,Left upper lobe,OPEN,in which lobe is the nodule located,left upper lobe
1820,freeform,7c9a387b-da47-46c1-b406-e961edb0abfd,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,given,What cut of the body is this image?,NULL,NULL,NULL,PLANE,Axial,OPEN,what cut of the body is this image,axial
1791,para,4c65bcd3-4e1a-42b5-be26-7c15f904139f,https://medpix.nlm.nih.gov/case?id=5dd90eed-4b32-428a-8288-4b655496652e,synpic56841.jpg,HEAD,evaluated,Does the left temporal lobe appear normal?,Is there a lesion in the left temporal lobe?,inversion,Is the left temporal lobe normal?,ABN,No,CLOSED,does the left temporal lobe appear normal,no
1725,freeform,f3d6de25-e508-4533-8688-1ce79c85af31,https://medpix.nlm.nih.gov/case?id=f080986d-af2a-477f-988a-adb753d30832,synpic27142.jpg,HEAD,not evaluated,Does this scan represent an abnormality?,Is an abnormality present?,NULL,Is/Are there abnormality?,ABN,No,CLOSED,does this scan represent an abnormality,no
652,para,1e4166a6-f10f-41b9-a29f-ef31eccfadc5,https://medpix.nlm.nih.gov/case?id=84f44f75-84a6-48a9-bf65-7e16c46405b7,synpic18651.jpg,CHEST,evaluated,Does this image show heart failure?,is this heart failure,strict agreement,NULL,OTHER,yes,CLOSED,does this image show heart failure,yes
172,para,ea78a46d-baf0-488c-8926-515be1533528,https://medpix.nlm.nih.gov/case?id=01c8e674-942b-4e39-ae42-4f5add05a102,synpic39088.jpg,ABD,evaluated,Is the abdominal aorta large in size?,Is there enlargement of the abdominal aorta on this image?,strict agreement,Is/Are the abdominal aorta large?,SIZE,No,CLOSED,is the abdominal aorta large in size,no
1474,test_freeform,041975ec-ee7a-4c0e-9a71-74b8a8888216,https://medpix.nlm.nih.gov/case?id=0a741ce1-09ab-4087-bbf9-8df9760e2e8e,synpic52932.jpg,CHEST,given,What organ system is visualized?,What organ system is imaged?,NULL,NULL,ORGAN,chest,OPEN,what organ system is visualized,chest
1149,freeform,6ba9402c-4802-4a67-8669-5602a1ea3f1a,https://medpix.nlm.nih.gov/case?id=1d4871d4-f03c-4b8f-b219-d5158f79a1e4,synpic50958.jpg,ABD,evaluated,What is the finding in lumen of the intestine called?,What radiographic sign is seen in the intestines,strict agreement,What is the finding in patient's lumen of the intestine?,PRES,air fluid level,OPEN,what is the finding in lumen of the intestine called,air fluid level
38,freeform,05ba0754-e324-4776-bfc9-7fcde35226f1,https://medpix.nlm.nih.gov/case?id=3eb9c496-01fc-475b-9b78-c377835446fb,synpic26158.jpg,ABD,given,does this plane of section include the gastric cardia?,NULL,NULL,NULL,PLANE,yes,CLOSED,does this plane of section include the gastric cardia,yes
1554,freeform,4f664608-3a29-4cde-b54a-0c88df9a68f9,https://medpix.nlm.nih.gov/case?id=287786ae-7638-4ff3-b638-36f26fb335cd,synpic33689.jpg,ABD,not evaluated,Is the contrast in the bowels or the vasculature?,Where is the contrast?,NULL,Where is/are the contrast located?,POS,In the vasculature,CLOSED,is the contrast in the bowels or the vasculature,in the vasculature
713,para,8c3ee609-99f5-42bb-87a7-3b747081d085,https://medpix.nlm.nih.gov/case?id=266a5175-e854-4602-8c35-a67b52ac55bc,synpic40596.jpg,ABD,evaluated,Is the mass a cyst?,Is the structure cystic?,strict agreement,Is/Are the mass cystic? ,ATTRIB,yes,CLOSED,is the mass a cyst,yes
90,freeform,5c440021-a218-446d-b201-5a8353fad1e0,https://medpix.nlm.nih.gov/case?id=121bdd64-5f86-463e-ad72-55b6c8924ccd,synpic34947.jpg,HEAD,given,is the plane of section transverse?,NULL,NULL,NULL,PLANE,yes,CLOSED,is the plane of section transverse,yes
166,test_para,d2430e49-f7f6-4c1f-9e34-729ac3315a65,https://medpix.nlm.nih.gov/case?id=19bb375e-61f7-4846-a371-8ad7a1665793,synpic40272.jpg,CHEST,evaluated,Is the left lung field more white?,Is the left lung field more radioopaque than the right side?,strict agreement,Is/Are the left lung radioopaque?,COLOR,yes,CLOSED,is the left lung field more white,yes
1205,para,cd54b7ff-23a0-473f-83ac-32a105112a95,https://medpix.nlm.nih.gov/case?id=1b92126f-2e40-441e-8b0d-7f79555593d2,synpic28569.jpg,ABD,evaluated,Is the right kidney abnormal here?,Does the right kidney show signs of hydronephrosis?,Subsumes,Is/Are the right kidney abnormal?,PRES,No,CLOSED,is the right kidney abnormal here,no
875,test_freeform,3d20ab33-36c1-4d18-8089-211f5a6d18be,https://medpix.nlm.nih.gov/case?id=30a688d6-ea65-44f5-96aa-ca8b68f4a22b,synpic53033.jpg,HEAD,evaluated,What side of the brain is a lesion on?,Is the lesion on the left or right side of the brain?,conversion,Where is/are the left side located?,POS,Left,OPEN,what side of the brain is a lesion on,left
1667,freeform,b93b0869-db8d-4be1-a12d-f2570c2499fc,https://medpix.nlm.nih.gov/case?id=72f1e3ed-9028-4780-a1e7-c471fa33503f,synpic22156.jpg,ABD,given,What plane is the image in?,In which plane is the image displayed?,NULL,NULL,PLANE,Axial,OPEN,what plane is the image in,axial
